Year,Avg Min Temp *C,Yr Rain mm,Heat Wave,Dry Spell,Cold Wave,Wet Spell,Irrigation,Crop Damage,Location_East Xavierport,Location_Emilyland,Location_North Daniel,Crop Type_Maize,Crop Type_Soy,Crop Type_Wheat
0.3589743589743577,0.8070175438596494,0.1551726433716808,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
0.1025641025641022,0.140350877192982,0.21587602634504965,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
0.1282051282051313,0.6315789473684208,0.03514672595997248,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0
0.974358974358978,0.9122807017543857,0.358005596596517,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
0.6410256410256423,0.4385964912280702,0.829593230428988,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
0.8205128205128247,0.9122807017543857,0.32281163558815995,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
0.2051282051282044,0.29824561403508776,0.5764123754074372,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
0.6666666666666643,0.31578947368420973,0.564529322324549,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
0.1794871794871824,0.12280701754385959,0.22779111376513617,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
0.8205128205128247,0.4385964912280702,0.6700516371477928,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
0.4615384615384599,0.40350877192982404,0.6505094833652644,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
0.9230769230769269,0.5438596491228069,0.8608238814669517,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
0.2564102564102555,0.35087719298245634,0.505871078878641,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
0.4358974358974379,0.40350877192982404,0.6689241692011473,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
1.0,0.4561403508771926,0.7115449321804673,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
0.0769230769230802,0.12280701754385959,0.14516275600603,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
0.2820512820512846,0.7192982456140347,0.11483466876780768,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
0.2051282051282044,0.1754385964912295,0.25910889342101673,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
0.5897435897435912,0.8070175438596494,0.26465083375635345,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
0.2307692307692335,0.2280701754385963,0.25827937268935086,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
0.8205128205128247,0.49122807017543835,0.8402066723209772,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
0.7179487179487154,0.5614035087719302,0.7594039398889271,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
0.025641025641029103,0.2456140350877205,0.49497097414242186,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
0.7692307692307736,0.8421052631578942,0.2970567188185589,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
0.5641025641025621,0.8245614035087727,0.17675872859021324,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
0.3333333333333357,0.6842105263157907,0.13953988681882346,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
0.4102564102564088,0.7192982456140347,0.19024012649753064,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
0.2820512820512846,0.15789473684210575,0.31918844982788874,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
0.1282051282051313,0.2631578947368429,0.45050394207543976,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
0.5641025641025621,0.29824561403508776,0.5159939294333602,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
0.2820512820512846,0.31578947368420973,0.549004470907518,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
0.9487179487179489,1.0000000000000004,0.4064221849773084,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
0.0512820512820511,0.6140350877192993,0.0577225035961631,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0
0.3589743589743577,0.3684210526315792,0.5232286315869744,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
0.6153846153846132,0.40350877192982404,0.7503841166613826,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
0.5641025641025621,0.4561403508771935,0.6969626443385523,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
0.6923076923076934,0.8421052631578942,0.28020940552833007,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
0.2307692307692335,0.31578947368420973,0.4217354212534592,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
0.1538461538461533,0.2105263157894739,0.15879758152835066,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
0.7948717948717956,0.35087719298245634,0.5259634984061092,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
0.8461538461538467,0.8947368421052633,0.34097947249496374,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
0.0512820512820511,0.2631578947368429,0.5226789898013583,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
0.1025641025641022,0.6140350877192993,0.04908672069455228,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0
0.7179487179487154,0.7894736842105261,0.26065466635348344,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
0.025641025641029103,0.05263157894736725,0.17318099893046734,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
0.1282051282051313,0.08771929824561475,0.31105678623271715,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
0.3076923076923066,0.08771929824561475,0.3983503550985701,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
1.0,0.6315789473684208,0.9999999999999999,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
0.0512820512820511,0.05263157894736725,0.11365951439794775,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
0.6410256410256423,0.8070175438596494,0.22791082102519367,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
0.9487179487179489,0.49122807017543835,0.6842699442922479,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
0.7948717948717956,0.5263157894736845,0.7708343436717243,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
0.4615384615384599,0.2631578947368429,0.42463031372555315,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
0.4102564102564088,0.47368421052631593,0.7069657876332137,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
0.6666666666666643,0.4561403508771935,0.6444971440784343,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
0.3846153846153868,0.40350877192982404,0.635793920466932,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
0.6923076923076934,0.29824561403508776,0.5663148151189275,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
0.512820512820511,0.8245614035087727,0.14918559435105994,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
0.974358974358978,0.5614035087719302,0.9709659778478775,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
0.6666666666666643,0.8421052631578942,0.31401743339695554,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
0.7948717948717956,0.8947368421052633,0.3461702830397647,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
0.3333333333333357,0.140350877192982,0.3603424570214494,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
0.487179487179489,0.42105263157894735,0.6430033323543368,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
0.4102564102564088,0.2631578947368429,0.25333934068979613,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
0.8461538461538467,0.4385964912280702,0.7083720326402946,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
0.487179487179489,0.7719298245614037,0.16747214283814915,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
0.6410256410256423,0.31578947368420973,0.37135552494673674,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
0.2564102564102555,0.1754385964912295,0.22157139429538952,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
0.9487179487179489,0.5789473684210527,0.8312190029122041,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
0.487179487179489,0.2456140350877205,0.2994333798829115,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
0.5384615384615401,0.42105263157894735,0.840054970550912,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
0.8974358974358978,0.9473684210526314,0.3119321746125474,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
0.3076923076923066,0.33333333333333304,0.5412437312167501,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
0.2307692307692335,0.7543859649122795,0.13645447434128588,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
0.974358974358978,0.4561403508771926,0.7667454187412927,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
0.0,0.596491228070176,0.015963216031325833,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0
0.4358974358974379,0.7894736842105261,0.15829852027515334,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0
0.1794871794871824,0.29824561403508776,0.5491106900255973,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
0.0,0.2456140350877205,0.4244178754893949,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
0.1794871794871824,0.6315789473684208,0.03089121716581672,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0
0.8717948717948758,0.5438596491228069,0.8670501989746543,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
0.8461538461538467,0.47368421052631593,0.8401336558043623,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
0.7435897435897445,0.8421052631578942,0.32525436996218404,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
0.9230769230769269,0.4561403508771926,0.6955543150418152,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
0.6153846153846132,0.29824561403508776,0.4046695496154067,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
0.7179487179487154,0.24561403508771917,0.5733047526331184,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
0.6923076923076934,0.49122807017543746,0.6119502574847805,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
1.0,0.9649122807017547,0.38834727818256,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
0.1538461538461533,0.7017543859649131,0.07103698574649892,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
0.512820512820511,0.42105263157894735,0.5602215469802274,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
0.5897435897435912,0.40350877192982404,0.6170824955075259,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
0.8974358974358978,0.5789473684210527,0.8675745903212518,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
0.1025641025641022,0.31578947368420973,0.3615580758172442,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
0.7692307692307736,0.42105263157894735,0.5339422123125681,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
0.4358974358974379,0.29824561403508776,0.3291848490515613,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
0.8717948717948758,0.8947368421052633,0.36766369038511737,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
